"","word","n"
"3078","holy",2
"3079","hoped",2
"3080","hor",2
"3081","horo",2
"3082","hospitals",2
"3083","hotels",2
"3084","housewives",2
"3085","howard",2
"3086","hppnss",2
"3087","hrishi",2
"3088","hsbc",2
"3089","huge",2
"3090","hugs",2
"3091","hundred",2
"3092","hurried",2
"3093","hurting",2
"3094","hyde",2
"3095","ias",2
"3096","ibh",2
"3097","ibn",2
"3098","icicibank",2
"3099","ideal",2
"3100","idew",2
"3101","illness",2
"3102","imp",2
"3103","impatient",2
"3104","improve",2
"3105","improved",2
"3106","inch",2
"3107","inconsiderate",2
"3108","incredible",2
"3109","increments",2
"3110","index",2
"3111","individual",2
"3112","indyarocks",2
"3113","infections",2
"3114","infront",2
"3115","ing",2
"3116","innocent",2
"3117","inr",2
"3118","inshah",2
"3119","installing",2
"3120","interflora",2
"3121","invaders",2
"3122","invest",2
"3123","ipad",2
"3124","irritates",2
"3125","island",2
"3126","itcould",2
"3127","items",2
"3128","itwhichturnedinto",2
"3129","jacket",2
"3130","jackpot",2
"3131","japanese",2
"3132","jas",2
"3133","jaya",2
"3134","jd",2
"3135","jeans",2
"3136","jenny",2
"3137","jerry",2
"3138","jia",2
"3139","jiayin",2
"3140","jo",2
"3141","jobs",2
"3142","jogging",2
"3143","joining",2
"3144","jokin",2
"3145","jolly",2
"3146","jolt",2
"3147","jsco",2
"3148","jsut",2
"3149","juan",2
"3150","kaiez",2
"3151","kappa",2
"3152","kavalan",2
"3153","kay",2
"3154","ke",2
"3155","kegger",2
"3156","kent",2
"3157","keralacircle",2
"3158","kg",2
"3159","kickoff",2
"3160","kicks",2
"3161","kid",2
"3162","kidding",2
"3163","killed",2
"3164","killing",2
"3165","kills",2
"3166","kiosk",2
"3167","kl341",2
"3168","knock",2
"3169","konw",2
"3170","kothi",2
"3171","kr",2
"3172","kudi",2
"3173","kz",2
"3174","l8tr",2
"3175","lag",2
"3176","landlines",2
"3177","lane",2
"3178","langport",2
"3179","language",2
"3180","laundry",2
"3181","lays",2
"3182","lccltd",2
"3183","lf56",2
"3184","lib",2
"3185","licks",2
"3186","lies",2
"3187","lily",2
"3188","limiting",2
"3189","lion",2
"3190","lionm",2
"3191","lionp",2
"3192","lions",2
"3193","lip",2
"3194","literally",2
"3195","lived",2
"3196","lk",2
"3197","lo",2
"3198","loans",2
"3199","location",2
"3200","lock",2
"3201","logos",2
"3202","lookatme",2
"3203","loose",2
"3204","lotta",2
"3205","lou",2
"3206","lov",2
"3207","lovejen",2
"3208","loveme",2
"3209","lovers",2
"3210","lovingly",2
"3211","lower",2
"3212","loxahatchee",2
"3213","loyal",2
"3214","ls1",2
"3215","ls15hb",2
"3216","lst",2
"3217","lttrs",2
"3218","lucy",2
"3219","lush",2
"3220","luvs",2
"3221","lux",2
"3222","lv",2
"3223","lyf",2
"3224","lyfu",2
"3225","lyk",2
"3226","m221bp",2
"3227","m227xy",2
"3228","m6",2
"3229","m95",2
"3230","maangalyam",2
"3231","mac",2
"3232","mag",2
"3233","mahal",2
"3234","mailbox",2
"3235","mails",2
"3236","main",2
"3237","makin",2
"3238","mandan",2
"3239","massive",2
"3240","math",2
"3241","mathematics",2
"3242","maturity",2
"3243","mb",2
"3244","mca",2
"3245","mcat",2
"3246","meets",2
"3247","mega",2
"3248","mei",2
"3249","mel",2
"3250","melt",2
"3251","mental",2
"3252","meow",2
"3253","mesages",2
"3254","mess",2
"3255","messaged",2
"3256","messaging",2
"3257","messy",2
"3258","mids",2
"3259","mila",2
"3260","minimum",2
"3261","minmoremobsemspobox45po139wa",2
"3262","minor",2
"3263","mis",2
"3264","misbehaved",2
"3265","miserable",2
"3266","mistakes",2
"3267","mitsake",2
"3268","mk17",2
"3269","mk45",2
"3270","mmmmm",2
"3271","mmmmmm",2
"3272","mnths",2
"3273","mobno",2
"3274","module",2
"3275","modules",2
"3276","mojibiola",2
"3277","mokka",2
"3278","monkeys",2
"3279","morefrmmob",2
"3280","mornin",2
"3281","mouth",2
"3282","moves",2
"3283","movietrivia",2
"3284","moving",2
"3285","ms",2
"3286","msg150p",2
"3287","msn",2
"3288","mtalk",2
"3289","mth",2
"3290","mtmsg",2
"3291","muah",2
"3292","munsters",2
"3293","musthu",2
"3294","mystery",2
"3295","n9dx",2
"3296","nb",2
"3297","necessarily",2
"3298","neck",2
"3299","necklace",2
"3300","ned",2
"3301","neft",2
"3302","nervous",2
"3303","neway",2
"3304","nic",2
"3305","nit",2
"3306","nitros",2
"3307","nok",2
"3308","nokia6600",2
"3309","nokia6650",2
"3310","northampton",2
"3311","nos",2
"3312","nothin",2
"3313","notxt",2
"3314","noun",2
"3315","nowadays",2
"3316","nus",2
"3317","nuther",2
"3318","ny",2
"3319","nydc",2
"3320","o2fwd",2
"3321","occupy",2
"3322","odi",2
"3323","officially",2
"3324","ofice",2
"3325","oi",2
"3326","oil",2
"3327","ola",2
"3328","onion",2
"3329","oooh",2
"3330","opinions",2
"3331","oranges",2
"3332","oreo",2
"3333","orig",2
"3334","os",2
"3335","otside",2
"3336","ovulation",2
"3337","ow",2
"3338","owns",2
"3339","packs",2
"3340","painting",2
"3341","pale",2
"3342","pan",2
"3343","pandy",2
"3344","panic",2
"3345","pap",2
"3346","papers",2
"3347","paperwork",2
"3348","paragon",2
"3349","parco",2
"3350","parent",2
"3351","partnership",2
"3352","passwords",2
"3353","pattern",2
"3354","patty",2
"3355","payee",2
"3356","payment",2
"3357","peaceful",2
"3358","peak",2
"3359","pee",2
"3360","pen",2
"3361","penis",2
"3362","petey",2
"3363","phoenix",2
"3364","phoned",2
"3365","php",2
"3366","pickle",2
"3367","picsfree1",2
"3368","piece",2
"3369","pimples",2
"3370","piss",2
"3371","placement",2
"3372","planet",2
"3373","plaza",2
"3374","plm",2
"3375","pobox45w2tg150p",2
"3376","poem",2
"3377","poker",2
"3378","pole",2
"3379","politicians",2
"3380","polo",2
"3381","polyh",2
"3382","pool",2
"3383","poop",2
"3384","popcorn",2
"3385","position",2
"3386","postcard",2
"3387","posts",2
"3388","potato",2
"3389","potter",2
"3390","pouch",2
"3391","pours",2
"3392","practical",2
"3393","practicing",2
"3394","pre",2
"3395","prem",2
"3396","premier",2
"3397","premium",2
"3398","prepaid",2
"3399","prepared",2
"3400","prepayment",2
"3401","prescription",2
"3402","pride",2
"3403","prince",2
"3404","print",2
"3405","printed",2
"3406","priscilla",2
"3407","privacy",2
"3408","prizes",2
"3409","probs",2
"3410","processed",2
"3411","prof",2
"3412","professors",2
"3413","program",2
"3414","promo",2
"3415","prompts",2
"3416","properly",2
"3417","property",2
"3418","propose",2
"3419","propsd",2
"3420","protect",2
"3421","proverb",2
"3422","ps",2
"3423","pt2",2
"3424","pull",2
"3425","purse",2
"3426","push",2
"3427","pushes",2
"3428","puttin",2
"3429","ques",2
"3430","quiet",2
"3431","racing",2
"3432","raed",2
"3433","rael",2
"3434","raj",2
"3435","randy",2
"3436","range",2
"3437","rcv",2
"3438","reaction",2
"3439","readers",2
"3440","realise",2
"3441","reboot",2
"3442","rec",2
"3443","receipts",2
"3444","receivea",2
"3445","recession",2
"3446","recharge",2
"3447","reckon",2
"3448","recognise",2
"3449","recovery",2
"3450","reduce",2
"3451","refilled",2
"3452","reg",2
"3453","relatives",2
"3454","remembr",2
"3455","reminding",2
"3456","removal",2
"3457","removed",2
"3458","renewal",2
"3459","rents",2
"3460","repair",2
"3461","repeat",2
"3462","replace",2
"3463","replacement",2
"3464","respectful",2
"3465","responsibility",2
"3466","restaurant",2
"3467","resume",2
"3468","retrieve",2
"3469","reverse",2
"3470","revision",2
"3471","rewarding",2
"3472","rgds",2
"3473","rhythm",2
"3474","rice",2
"3475","rightly",2
"3476","rights",2
"3477","river",2
"3478","rocks",2
"3479","royal",2
"3480","rstm",2
"3481","rub",2
"3482","ruin",2
"3483","ruining",2
"3484","rum",2
"3485","rumour",2
"3486","ryan",2
"3487","sac",2
"3488","sacrifice",2
"3489","sake",2
"3490","salam",2
"3491","sales",2
"3492","salon",2
"3493","sar",2
"3494","sarasota",2
"3495","sarcasm",2
"3496","sarcastic",2
"3497","sary",2
"3498","sathya",2
"3499","satisfy",2
"3500","schools",2
"3501","scold",2
"3502","scores",2
"3503","scoring",2
"3504","scotch",2
"3505","scotsman",2
"3506","screamed",2
"3507","scrounge",2
"3508","sd",2
"3509","secretary",2
"3510","secretly",2
"3511","secs",2
"3512","seeds",2
"3513","select",2
"3514","selfish",2
"3515","sells",2
"3516","sem",2
"3517","sends",2
"3518","sensitive",2
"3519","serving",2
"3520","setting",2
"3521","shagged",2
"3522","shahjahan",2
"3523","shampain",2
"3524","shared",2
"3525","sharing",2
"3526","sheffield",2
"3527","shelf",2
"3528","shining",2
"3529","ship",2
"3530","shipped",2
"3531","shitload",2
"3532","shock",2
"3533","shocking",2
"3534","shoes",2
"3535","shoppin",2
"3536","shore",2
"3537","shoving",2
"3538","shracomorsglsuplt",2
"3539","shu",2
"3540","sian",2
"3541","sib",2
"3542","sigh",2
"3543","signing",2
"3544","silence",2
"3545","silently",2
"3546","silver",2
"3547","simpler",2
"3548","sinco",2
"3549","singing",2
"3550","sitll",2
"3551","siva",2
"3552","size",2
"3553","skyped",2
"3554","sleepin",2
"3555","sleepwell",2
"3556","sleepy",2
"3557","slice",2
"3558","slide",2
"3559","slightly",2
"3560","slip",2
"3561","slo",2
"3562","slots",2
"3563","slp",2
"3564","smashed",2
"3565","smeone",2
"3566","smith",2
"3567","smsco",2
"3568","snogs",2
"3569","snowman",2
"3570","soiree",2
"3571","solved",2
"3572","somtimes",2
"3573","soo",2
"3574","sooooo",2
"3575","sorrow",2
"3576","soul",2
"3577","spare",2
"3578","speaking",2
"3579","specific",2
"3580","speedchat",2
"3581","speeding",2
"3582","spider",2
"3583","spile",2
"3584","splleing",2
"3585","spoiled",2
"3586","spring",2
"3587","sptv",2
"3588","stamped",2
"3589","star",2
"3590","staring",2
"3591","status",2
"3592","stayed",2
"3593","stayin",2
"3594","stays",2
"3595","steam",2
"3596","steve",2
"3597","stick",2
"3598","sticky",2
"3599","stone",2
"3600","stones",2
"3601","stopsms",2
"3602","stores",2
"3603","strange",2
"3604","stretch",2
"3605","student",2
"3606","subs16",2
"3607","subscribe6gbp",2
"3608","success",2
"3609","sue",2
"3610","sufficient",2
"3611","suits",2
"3612","sum",2
"3613","sumthin",2
"3614","sunlight",2
"3615","superb",2
"3616","superior",2
"3617","suppose",2
"3618","survey",2
"3619","sux",2
"3620","suzy",2
"3621","sw7",2
"3622","sw73ss",2
"3623","swatch",2
"3624","sweetheart",2
"3625","sweetie",2
"3626","sweets",2
"3627","swiss",2
"3628","swoop",2
"3629","tacos",2
"3630","tahan",2
"3631","talks",2
"3632","tank",2
"3633","tap",2
"3634","taste",2
"3635","taxi",2
"3636","tayseer",2
"3637","teaching",2
"3638","tears",2
"3639","tech",2
"3640","tee",2
"3641","telephone",2
"3642","telly",2
"3643","telugu",2
"3644","tension",2
"3645","terrific",2
"3646","terrorist",2
"3647","testing",2
"3648","textbuddy",2
"3649","thesis",2
"3650","thgt",2
"3651","thot",2
"3652","thousands",2
"3653","thread",2
"3654","threw",2
"3655","thx",2
"3656","thy",2
"3657","tight",2
"3658","tirunelvali",2
"3659","tissco",2
"3660","tiwary",2
"3661","tlk",2
"3662","tmrw",2
"3663","tms",2
"3664","tnc",2
"3665","tok",2
"3666","tomeandsaid",2
"3667","tomorro",2
"3668","tones2u",2
"3669","tones2you",2
"3670","tonights",2
"3671","tons",2
"3672","tool",2
"3673","tooo",2
"3674","toot",2
"3675","tooth",2
"3676","topic",2
"3677","tortilla",2
"3678","toshiba",2
"3679","toughest",2
"3680","trade",2
"3681","traffic",2
"3682","trains",2
"3683","transfr",2
"3684","transport",2
"3685","trav",2
"3686","treated",2
"3687","trips",2
"3688","truck",2
"3689","truffles",2
"3690","tsandcs",2
"3691","tues",2
"3692","tulip",2
"3693","twenty",2
"3694","twilight",2
"3695","txt82228",2
"3696","txtno",2
"3697","txtstop",2
"3698","txttowin",2
"3699","uh",2
"3700","ultimatum",2
"3701","unbelievable",2
"3702","unbreakable",2
"3703","underwear",2
"3704","unemployed",2
"3705","unkempt",2
"3706","unknown",2
"3707","unnecessarily",2
"3708","untamed",2
"3709","up4",2
"3710","upd8",2
"3711","upstairs",2
"3712","usb",2
"3713","usher",2
"3714","utter",2
"3715","vaazhthukkal",2
"3716","vale",2
"3717","vday",2
"3718","vegas",2
"3719","verified",2
"3720","vewy",2
"3721","vid",2
"3722","violated",2
"3723","violet",2
"3724","virgin",2
"3725","visionsms",2
"3726","viva",2
"3727","vivek",2
"3728","vomiting",2
"3729","vth",2
"3730","vu",2
"3731","w1j",2
"3732","waheed",2
"3733","waht",2
"3734","waited",2
"3735","wan2",2
"3736","warning",2
"3737","warranty",2
"3738","wasted",2
"3739","watever",2
"3740","wating",2
"3741","wave",2
"3742","waves",2
"3743","web",2
"3744","wee",2
"3745","weigh",2
"3746","weirdest",2
"3747","welcomes",2
"3748","west",2
"3749","westlife",2
"3750","whatsup",2
"3751","whn",2
"3752","whr",2
"3753","wicklow",2
"3754","widelive",2
"3755","wifi",2
"3756","wihtuot",2
"3757","wind",2
"3758","window",2
"3759","windows",2
"3760","wipro",2
"3761","wishin",2
"3762","wiskey",2
"3763","wkent",2
"3764","wkg",2
"3765","wks",2
"3766","wld",2
"3767","wml",2
"3768","wo",2
"3769","woken",2
"3770","woot",2
"3771","worlds",2
"3772","worst",2
"3773","woulda",2
"3774","wrnog",2
"3775","wrote",2
"3776","wuld",2
"3777","x49",2
"3778","xam",2
"3779","xin",2
"3780","xxxmobilemovieclub",2
"3781","xxxxx",2
"3782","yarasu",2
"3783","yck",2
"3784","yelling",2
"3785","yellow",2
"3786","youre",2
"3787","yunny",2
"3788","zindgi",2
"3789","zoe",2
"3790","000pes",1
"3791","0089",1
"3792","0121",1
"3793","01223585236",1
"3794","0125698789",1
"3795","02072069400",1
"3796","02085076972",1
"3797","0430",1
"3798","050703",1
"3799","07008009200",1
"3800","07046744435",1
"3801","07090201529",1
"3802","07090298926",1
"3803","07099833605",1
"3804","0721072",1
"3805","07732584351",1
"3806","07753741225",1
"3807","077xxx",1
"3808","078",1
"3809","07801543489",1
"3810","07808",1
"3811","07808247860",1
"3812","07808726822",1
"3813","07815296484",1
"3814","078498",1
"3815","07880867867",1
"3816","0789xxxxxxx",1
"3817","07946746291",1
"3818","0796xxxxxx",1
"3819","07973788240",1
"3820","08002988890",1
"3821","08081263000",1
"3822","083",1
"3823","08448350055",1
"3824","08448714184",1
"3825","08450542832",1
"3826","08452810071",1
"3827","08700435505150p",1
"3828","08700469649",1
"3829","08701213186",1
"3830","08701237397",1
"3831","0870141701216",1
"3832","087016248",1
"3833","08701752560",1
"3834","087018728737",1
"3835","08702490080",1
"3836","08704050406",1
"3837","08704439680",1
"3838","08704439680ts",1
"3839","0870737910216yrs",1
"3840","08707500020",1
"3841","0870753331018",1
"3842","08707808226",1
"3843","08708800282",1
"3844","08709501522",1
"3845","087104711148",1
"3846","08712103738",1
"3847","0871212025016",1
"3848","087123002209am",1
"3849","08712400200",1
"3850","08712400603",1
"3851","08712402578",1
"3852","08712402779",1
"3853","08712402902",1
"3854","08712402972",1
"3855","08712404000",1
"3856","08712466669",1
"3857","0871277810710p",1
"3858","0871277810910p",1
"3859","08714342399",1
"3860","087147123779am",1
"3861","08714712379",1
"3862","08714712388",1
"3863","08714712394",1
"3864","08714712412",1
"3865","08714714011",1
"3866","08715203028",1
"3867","08715203649",1
"3868","08715203652",1
"3869","08715203656",1
"3870","08715203677",1
"3871","08715203685",1
"3872","08715203694",1
"3873","08715205273",1
"3874","08715500022",1
"3875","08717111821",1
"3876","08717168528",1
"3877","08717205546",1
"3878","08717507382",1
"3879","08717509990",1
"3880","08717890890",1
"3881","08717895698",1
"3882","08718711108",1
"3883","08718723815",1
"3884","08718725756",1
"3885","08718726970",1
"3886","08718726971",1
"3887","08718726978",1
"3888","087187272008",1
"3889","08718727870150ppm",1
"3890","08718730555",1
"3891","08718738002",1
"3892","08718738034",1
"3893","08719180219",1
"3894","08719181259",1
"3895","08719181503",1
"3896","08719839835",1
"3897","08719899217",1
"3898","08719899229",1
"3899","08719899230",1
"3900","09041940223",1
"3901","09050000301",1
"3902","09050000332",1
"3903","09050000460",1
"3904","09050000555",1
"3905","09050000878",1
"3906","09050000928",1
"3907","09050001295",1
"3908","09050005321",1
"3909","09050280520",1
"3910","09053750005",1
"3911","09057039994",1
"3912","09058091870",1
"3913","09058094454",1
"3914","09058094455",1
"3915","09058094507",1
"3916","09058094583",1
"3917","09058094594",1
"3918","09058095107",1
"3919","09058095201",1
"3920","09058097189",1
"3921","09058097218",1
"3922","09058098002",1
"3923","09061104276",1
"3924","09061104283",1
"3925","09061701444",1
"3926","09061701851",1
"3927","09061701939",1
"3928","09061743810",1
"3929","09061743811",1
"3930","09061749602",1
"3931","09061790125",1
"3932","09061790126",1
"3933","09063440451",1
"3934","09063442151",1
"3935","0906346330",1
"3936","09064012103",1
"3937","09064015307",1
"3938","09064017295",1
"3939","09064017305",1
"3940","09064018838",1
"3941","09064019788",1
"3942","09065069120",1
"3943","09065069154",1
"3944","09065394514",1
"3945","09065394973",1
"3946","09065989180",1
"3947","09066358361",1
"3948","09066361921",1
"3949","09066362206",1
"3950","09066362220",1
"3951","09066364349",1
"3952","09066368327",1
"3953","09066368470",1
"3954","09066368753",1
"3955","09066649731from",1
"3956","09066660100",1
"3957","09071512432",1
"3958","09071512433",1
"3959","09071517866",1
"3960","09077818151",1
"3961","09090204448",1
"3962","09090900040",1
"3963","09094100151",1
"3964","09094646631",1
"3965","09095350301",1
"3966","09096102316",1
"3967","09099725823",1
"3968","09099726395",1
"3969","09099726429",1
"3970","09099726481",1
"3971","09099726553",1
"3972","09111030116",1
"3973","09111032124",1
"3974","09701213186",1
"3975","0a",1
"3976","0quit",1
"3977","1000call",1
"3978","100p",1
"3979","100txt",1
"3980","1013",1
"3981","10th",1
"3982","1120",1
"3983","1131",1
"3984","1146",1
"3985","116",1
"3986","1172",1
"3987","118p",1
"3988","1205",1
"3989","120p",1
"3990","1225",1
"3991","123",1
"3992","125",1
"3993","1250",1
"3994","128",1
"3995","12hours",1
"3996","130",1
"3997","139",1
"3998","140",1
"3999","1405",1
"4000","140ppm",1
"4001","1450",1
"4002","146tf150p",1
"4003","14tcr",1
"4004","14thmarch",1
"4005","150ppmpobox10183bhamb64xe",1
"4006","150ppmsg",1
"4007","150pw",1
"4008","151",1
"4009","15541",1
"4010","15pm",1
"4011","1680",1
"4012","180",1
"4013","1843",1
"4014","195",1
"4015","1apple",1
"4016","1b6a5ecef91ff9",1
"4017","1cup",1
"4018","1da",1
"4019","1er",1
"4020","1im",1
"4021","1lemon",1
"4022","1mega",1
"4023","1million",1
"4024","1pm",1
"4025","1st4terms",1
"4026","1stchoice",1
"4027","1stone",1
"4028","1thing",1
"4029","1tulsi",1
"4030","1yf",1
"4031","2006",1
"4032","200p",1
"4033","2025050",1
"4034","20m12aq",1
"4035","220cm2",1
"4036","2309",1
"4037","23f",1
"4038","23g",1
"4039","24m",1
"4040","24th",1
"4041","255",1
"4042","2667",1
"4043","2814032",1
"4044","28th",1
"4045","28thfeb",1
"4046","2b",1
"4047","2bold",1
"4048","2channel",1
"4049","2docd",1
"4050","2exit",1
"4051","2ez",1
"4052","2getha",1
"4053","2hook",1
"4054","2hrs",1
"4055","2i",1
"4056","2kbsubject",1
"4057","2morrowxxxx",1
"4058","2mro",1
"4059","2mwen",1
"4060","2nhite",1
"4061","2nights",1
"4062","2price",1
"4063","2px",1
"4064","2stoptx",1
"4065","2u2",1
"4066","2watershd",1
"4067","2wu",1
"4068","2years",1
"4069","2yrs",1
"4070","3000",1
"4071","300603t",1
"4072","30apr",1
"4073","30pm",1
"4074","30s",1
"4075","30th",1
"4076","310303",1
"4077","32",1
"4078","32000",1
"4079","3230",1
"4080","32323",1
"4081","330",1
"4082","35p",1
"4083","3750",1
"4084","37819",1
"4085","38",1
"4086","382",1
"4087","391784",1
"4088","3days",1
"4089","3lions",1
"4090","3miles",1
"4091","3mobile",1
"4092","3optical",1
"4093","3pound",1
"4094","3wks",1
"4095","3x",1
"4096","3xx",1
"4097","400mins",1
"4098","400thousad",1
"4099","402",1
"4100","4041",1
"4101","40411",1
"4102","40mph",1
"4103","41782",1
"4104","420",1
"4105","42049",1
"4106","4217",1
"4107","42478",1
"4108","42810",1
"4109","430",1
"4110","44",1
"4111","44345",1
"4112","448712404000",1
"4113","449050000301",1
"4114","45",1
"4115","450",1
"4116","450p",1
"4117","450pw",1
"4118","45pm",1
"4119","47",1
"4120","4719",1
"4121","47per",1
"4122","48922",1
"4123","49",1
"4124","49557",1
"4125","4brekkie",1
"4126","4few",1
"4127","4give",1
"4128","4got",1
"4129","4goten",1
"4130","4jx",1
"4131","4msgs",1
"4132","4my",1
"4133","4qf2",1
"4134","4the",1
"4135","4thnov",1
"4136","4utxt",1
"4137","4w",1
"4138","4ward",1
"4139","4wrd",1
"4140","4xx26",1
"4141","4years",1
"4142","505060",1
"4143","50award",1
"4144","50ea",1
"4145","50perweeksub",1
"4146","50pm",1
"4147","50pmmorefrommobile2bremoved",1
"4148","50ppm",1
"4149","50rcvd",1
"4150","50s",1
"4151","515",1
"4152","5226",1
"4153","523",1
"4154","526",1
"4155","528",1
"4156","545",1
"4157","5digital",1
"4158","5ish",1
"4159","5mls",1
"4160","5wkg",1
"4161","5wq",1
"4162","5years",1
"4163","60",1
"4164","6089",1
"4165","61",1
"4166","62220cncl",1
"4167","6230",1
"4168","62735",1
"4169","63miles",1
"4170","645",1
"4171","650",1
"4172","66",1
"4173","6669",1
"4174","67441233",1
"4175","68866",1
"4176","69101",1
"4177","69200",1
"4178","69855",1
"4179","69876",1
"4180","69888nyt",1
"4181","69911",1
"4182","69969",1
"4183","69988",1
"4184","6ish",1
"4185","6missed",1
"4186","6ph",1
"4187","6times",1
"4188","6zf",1
"4189","71",1
"4190","730",1
"4191","731",1
"4192","74355",1
"4193","7548",1
"4194","75max",1
"4195","7634",1
"4196","7684",1
"4197","7732584351",1
"4198","78",1
"4199","79",1
"4200","7am",1
"4201","7cfca1a",1
"4202","7mp",1
"4203","7oz",1
"4204","7ws",1
"4205","7zs",1
"4206","〨",1
"4207","80",1
"4208","8000930705",1
"4209","80122300p",1
"4210","80155",1
"4211","80160",1
"4212","8027",1
"4213","820554ad0a1705572711",1
"4214","82324",1
"4215","83021",1
"4216","83039",1
"4217","83110",1
"4218","83118",1
"4219","83332",1
"4220","83338",1
"4221","83370",1
"4222","83435",1
"4223","83738",1
"4224","84",1
"4225","84122",1
"4226","84484",1
"4227","850",1
"4228","85222",1
"4229","85233",1
"4230","85555",1
"4231","864233",1
"4232","87070",1
"4233","8714714",1
"4234","8800",1
"4235","88800",1
"4236","8883",1
"4237","89034",1
"4238","89105",1
"4239","89123",1
"4240","89938",1
"4241","8ball",1
"4242","8lb",1
"4243","9061100010",1
"4244","9153",1
"4245","9280114",1
"4246","9307622",1
"4247","945",1
"4248","946",1
"4249","95",1
"4250","9755",1
"4251","9758",1
"4252","97n7qp",1
"4253","98321561",1
"4254","9996",1
"4255","9th",1
"4256","9yt",1
"4257","a21",1
"4258","a30",1
"4259","aa",1
"4260","aaniye",1
"4261","aaooooright",1
"4262","ab",1
"4263","abbey",1
"4264","abdomen",1
"4265","abeg",1
"4266","abel",1
"4267","aberdeen",1
"4268","abnormally",1
"4269","aboutas",1
"4270","abroad",1
"4271","absence",1
"4272","absolutely",1
"4273","abstract",1
"4274","abuse",1
"4275","abusers",1
"4276","accent",1
"4277","accenture",1
"4278","accessible",1
"4279","accidant",1
"4280","accommodation",1
"4281","accommodationvouchers",1
"4282","accomodate",1
"4283","accomodations",1
"4284","accordin",1
"4285","accounting",1
"4286","accumulation",1
"4287","achan",1
"4288","achieve",1
"4289","acid",1
"4290","acknowledgement",1
"4291","acnt",1
"4292","act",1
"4293","actin",1
"4294","activ8",1
"4295","adding",1
"4296","adds",1
"4297","adewale",1
"4298","adi",1
"4299","adjustable",1
"4300","admission",1
"4301","adp",1
"4302","adress",1
"4303","adrian",1
"4304","adrink",1
"4305","adsense",1
"4306","adults",1
"4307","adventuring",1
"4308","advising",1
"4309","advisors",1
"4310","afew",1
"4311","affections",1
"4312","affidavit",1
"4313","afford",1
"4314","afghanistan",1
"4315","africa",1
"4316","african",1
"4317","afternon",1
"4318","afternoons",1
"4319","agency",1
"4320","agent",1
"4321","agents",1
"4322","agidhane",1
"4323","aging",1
"4324","ahhh",1
"4325","ahhhh",1
"4326","ahold",1
"4327","aid",1
"4328","aids",1
"4329","aig",1
"4330","air1",1
"4331","ajith",1
"4332","ak",1
"4333","akon",1
"4334","alaikkum",1
"4335","albi",1
"4336","aldrine",1
"4337","alertfrom",1
"4338","alerts",1
"4339","aletter",1
"4340","algebra",1
"4341","algorithms",1
"4342","alian",1
"4343","alibi",1
"4344","allalo",1
"4345","allday",1
"4346","alle",1
"4347","allo",1
"4348","alot",1
"4349","alter",1
"4350","alto18",1
"4351","aluable",1
"4352","alwa",1
"4353","amanda",1
"4354","ambitious",1
"4355","ambrith",1
"4356","ami",1
"4357","amigos",1
"4358","amk",1
"4359","amla",1
"4360","amma",1
"4361","ammae",1
"4362","ammo",1
"4363","amnow",1
"4364","amore",1
"4365","amplikater",1
"4366","amrca",1
"4367","amrita",1
"4368","ams",1
"4369","anderson",1
"4370","andre",1
"4371","andres",1
"4372","andrews",1
"4373","angels",1
"4374","animal",1
"4375","anjie",1
"4376","anjola",1
"4377","annoncement",1
"4378","announced",1
"4379","annoyin",1
"4380","anonymous",1
"4381","answerin",1
"4382","answr",1
"4383","antelope",1
"4384","antha",1
"4385","antibiotic",1
"4386","anyones",1
"4387","anyplaces",1
"4388","anythiing",1
"4389","anythingtomorrow",1
"4390","apes",1
"4391","apeshit",1
"4392","aphex",1
"4393","apnt",1
"4394","apologetic",1
"4395","apologize",1
"4396","apology",1
"4397","appeal",1
"4398","appendix",1
"4399","applausestore",1
"4400","apples",1
"4401","applyed",1
"4402","applying",1
"4403","appointments",1
"4404","approaches",1
"4405","approaching",1
"4406","approve",1
"4407","approved",1
"4408","appy",1
"4409","apt",1
"4410","aptitude",1
"4411","aquarius",1
"4412","arab",1
"4413","arabian",1
"4414","archive",1
"4415","arestaurant",1
"4416","aretaking",1
"4417","areyouunique",1
"4418","arguing",1
"4419","arguments",1
"4420","aries",1
"4421","arise",1
"4422","arises",1
"4423","arithmetic",1
"4424","armenia",1
"4425","arngd",1
"4426","arnt",1
"4427","aroundn",1
"4428","arr",1
"4429","arranging",1
"4430","arrival",1
"4431","arrived",1
"4432","arrow",1
"4433","artists",1
"4434","arty",1
"4435","arul",1
"4436","asa",1
"4437","asda",1
"4438","ashes",1
"4439","ashwini",1
"4440","asia",1
"4441","asian",1
"4442","asjesus",1
"4443","aslamalaikkum",1
"4444","aspects",1
"4445","assessment",1
"4446","asshole",1
"4447","assistance",1
"4448","associate",1
"4449","asssssholeeee",1
"4450","assumed",1
"4451","asthere",1
"4452","asthma",1
"4453","astne",1
"4454","astoundingly",1
"4455","astrology",1
"4456","astronomer",1
"4457","asus",1
"4458","asusual",1
"4459","athletic",1
"4460","athome",1
"4461","atleast",1
"4462","atrocious",1
"4463","attach",1
"4464","attack",1
"4465","atten",1
"4466","attended",1
"4467","attending",1
"4468","attention",1
"4469","attitude",1
"4470","attraction",1
"4471","attractive",1
"4472","attracts",1
"4473","attributed",1
"4474","atural",1
"4475","audiitions",1
"4476","audrie",1
"4477","auntie",1
"4478","aunties",1
"4479","aust",1
"4480","australia",1
"4481","authorise",1
"4482","autocorrect",1
"4483","ava",1
